body,label
"Asezarea raioanelor ciudata, chiar daca este oarecum logica pentru sezonul in care ne aflam.Imposibilitatea de a testa una din bicicletele pliabile. Pentru a nu stiu cata oara cand ajung in magazin m-a facut sa zic pas si de data asta la achizitionarea unei astfel de biciclete.",Negativ
Produsele exact ca in poza. Totul a fost ok.,Pozitiv
"Incercand sa sterg ochelarii am realizat ca exista un strat protector pe interior, strat ce nu are rezistenta mecanica. Asa ca dupa o baie ochelarii, pe care am dat ceva bani pe ei nu mai sunt buni de nimic, deoarece nu mai pot vedea prin ei. In comaratie cu o pereche de ochelari de maxim 20 de lei pe care ii am de cativa ani si sunt in perfecta stare.",Negativ
"O geaca buna groasă buzunare suficiente, îi lipsesc doar zonele de aerisire, pt mine nu e o problema, prefer să-mi fie cald. Imprimeul cu buline e drăguț!",Pozitiv
Prea putine produse in stoc. Marimile nu se potrivesc intotdeauna.,Pozitiv
"Copii au fost dezamagiti deoarece nu se mai pot juca cu role, biciclete pe culuare.",Negativ
mi-ar placea sa gasesc in magazin toate produsele de pe site,Pozitiv
"Am folosit produsul timp de o luna si jumate pentru recuperare sportiva dupa o operatie la umar, si sunt foarte multumit de rezultatul obtinut.",Pozitiv
Ar fi ok sa existe mai multe variante ale produselor de firma.,Pozitiv
"A fost ok, per total, dar trebuie mai mult personal care sa strângă lucrurile lăsate pe jos de clienți.",Pozitiv
"Personal respingător, arogant, ce nu-și da seama ca salariul îl iau din banii clienților. Mi se pare lipsit de bun simt sa fi salutat de client și tu ca angajat al magazinului sa nu răspunzi salutului., dar asta e ... unii nu au cei 7 ani de acasa.",Negativ
"O jacheta bună, din păcate nu am avut ocazia să o testez la o temperatură mai mică de - 2°c dar am avut ocazia să o port in ploaie și a rezistat atât cât am stat eu în aceste condiții (aprox. 45 min).",Pozitiv
"Materialul este unul excellent, permite respiratia pielii dar este si foarte confortabil.",Pozitiv
Si vanzatoeul si managerul au fost foarte amabili si ne-au ajutat foarte mult in alegerea unei biciclete potrivite,Pozitiv
"Pentru ultimile 2 saptamani folositi aproape zilnic, produsul ofera lejeritate flexibilitate de nota maxima.",Pozitiv
"Tine de cald, dar pe termen scurt, 20 minute..asta la campie, cand sunt 0-5 grade",Pozitiv
"sunt un client multumit, insa cred ca lipsa marimilor la incaltaminte trebuie verificata mai des",Pozitiv
"Am incercat sa il pun pe plaja dar este foarte greu de ancorat. Doar de la briza marii se umfla si nu sta unde il pui.Am infipt betele in nisip cam 30 cm si am ramas fara capcelele de protectie imediat, nu era rau sa fi fost prinse mai bine . Nu e recomandat sa il folositi la plaja . Poate undeva unde cuiele cu care vine sa stea infipte bine.",Negativ
Este ok probabil mai multe produse cantitativ și mai variate nu ar strica în rest sa auzim numai de bine.,Pozitiv
"Sunt multumit de serviciul de imprimerie,imi place cum a iesit imprimeul si cum am fost tratat de catre angajatul Decathlon.",Pozitiv
"face ce trebuie, are specificatiile asa cum trebuie, e mai ieftina ca in alte parti.",Pozitiv
"Cred ca ar trebui facut un spatiu special pentru testat role, biciclete si alte chestii pe roti nu printre clienti.",Pozitiv
Preturi bune la produsele cumparate si personal calificat! Voi reveni de fiecare data cu placere in magazinul Decathlon,Pozitiv
"Buna, sunt multumita cu echipa decathlon,  numai cu disponibilitatea produselor am putina problema, totteauna are produsele pe care nu-l pot comand. Dar in totusi sunt multumit! Multumes!",Pozitiv
Nu am primit vaucer pentru punctele acumulate. La ultima achiziție din magazin mi s-au comunicat că în termen de 48 de ore voi primi un vaucer în valoare de 25 lei.,Pozitiv
"Folosesc zilnic bicicleta achizitionata de la Decathlon si am fost recent pentru a repara frana de pe spate. Mi s-a spus ca trebuie sa platesc cablul (10 lei) si manopera (8 lei) si ca trebuie sa las bicicleta cateva zile, pentru ca nu este suficient personal. Tin sa mentionez ca bicicleta este inca in garantie.",Pozitiv
la articolele de încălțăminte nu  am găsit numărul 40  nici pe raft nici în depozit în mod repetat,Pozitiv
"Este folosita mai des de băiatul meu de 8ani pt el este cam grea,dar este o trotineta de adult,pt a aluneca nu necesita un efort mare,merita toți banii!",Pozitiv
"buton zâmbete stricat? angajați obosiți și suprasolicitați? huooo managementului, VOI nu faceți față bine situației! puneți mai puțin la voi în sacoșă și veți câștiga mai mult.Moșu care a înființat firma pentru care lucrez eu a zis că preferă să piardă bani decât încredere. Eu vă zic că dacă veți exploata personalul altfel decât în interesul meu/nostru, veți decădea.E păcat să se transforme 25 de stele în 16 sau 12, nu credeți?În rest, încă avem o relație foarte bună. Chiar dacă nu mai aveți tricouri de golf inesis (v-am iertat, chit că nu am digerat ușor):)",Pozitiv
"Agitatie prea mare datorita faptului ca este permisa folosirea in intreg magazinul a produselor gen bicicleta, trotineta.... Recomand spatiu special spre testare.",Pozitiv
Nu are gluga si interiorul galben nepotrivit. Foarte calduros.,Negativ
Crad ca e cel mai bun magazin de produse sportive din tara nu am ce sa zic sunt foarte multumit mai ales de programu de testara echipament ....Sunteti cei mai buni .,Pozitiv
E neplacut faptul ca ochelarii de ski sunt expusi la raft fara  a fi securizati. Oricine ii poate deschide si lua accesoriile cu care vin (ceea ce am vazut ca s-a si intamplat).  Mi-a fost foarte greu sa gasesc o pereche intreaga pe care sa o pot cumpara,Pozitiv
Specificatii mai clare pt ce trebuie si ce merge folosit.Se duce la fund.Ata care este prea scurta,Negativ
Angajatul care mi-a pregatit bicicleta se misca foare greu si mai facea si la alta bicicleta,Negativ
Nu era nici un angajat pe sectorul de unde am cumpărat. (A se vedea discuția de la casă).,Negativ
"Este bine aprovizionat ,personalul este dragut si se ofera sa te ajute, produsele in stoc pot fi vizualizate si pe sit-ul magazinului.",Pozitiv
Personalul raionului respectiv s-a comportat exemplar. A rezolvat rapid si eficient solicitarea mea.,Pozitiv
"Romanii sunt in egala masura si ponderali. Multe haine ar trebui facut si in masura 4xl. Bluzele bumbac, geci etc",Pozitiv
Am vrut să cer informații despre un produs și am avut neplacuta surpriza sa dau peste cineva din personal care era pe raion care nu auzea avea dizabilitate. Încurajez angajarea acestor persoane dar nu vad ce ajutor putea acorda celui care dorește acest lucru. Foarte mulți angajați stăteau grupați câte 3 pe un raion la vb. Nemulțumit in privința celor care trebuia sa te consilieze în alegerea produsului potrivit.,Negativ
Un magazin destul de ok.poate un pic mai dezvoltat personalul.,Pozitiv
Un magazin care se poate vizita atat cu copilul cat si fara.,Pozitiv
Mai aveți de lucrat la paznici.am plătit produsul am vrut sa ies a piuit aparțin și domnul de la paza a avut un compartiment demn de toată jena,Pozitiv
Magazinul din Sibiu are o varietate mai redusa comparativ cu cel din Cluj,Pozitiv
Materialul din care sunt fabricati fluturasii de badminton Artengo este foarte bun. Dupa cateva zile in care l-am folosit este ca nou.,Pozitiv
recomand si alte culori mai luminoase când te trezesti sa vezi o lumina placuta nu negru mereu in fata ochilor,Negativ
"Dorim si alte marci in afara de Kipsta, ceva de calitate. Multumim,",Negativ
Prețul de la raft a fost cu 11.5 lei mai mic decât cel platit la casa.,Negativ
"Mai coborâți prețurile, deoarce sigur vor fi mai multe cumpăraturi si se vor goli rafturile mult mai repede.",Pozitiv
"Schiuri ok, insa eu am testat o pereche putin cam mari si mi s-au parut putin grele.",Negativ
"Folosesc aceste camere de foarte mult timp. Nu le-am schimbat de mai bine de un an si am la activ cu ele mai bine de 5000 de km fara nici o pana. Nu stiu ce au patit ceilalti utilizatori, insa eu nu am intampinat pana acum nici o problema. Le recomand cu incredere!!!",Pozitiv
Am mai fost si mai revin pentru ca ai de unde alege,Pozitiv
"Vizitez destul de des acest magazin, gasesc produse de calitate buna si foarte buna la preturi decente.",Pozitiv
Produsele sunt mult mai scumpe ca înainte. Ultimul produs cumpărat a fost la preț dublu fata de data trecută.,Negativ
"nu era decat o pereche manusi schi slide 500 de 12 ani pe care a luat-o cineva in fata mea,personalul de acolo putea sa ma ajute sa caut prin mormanul cazut pe jos sau sa le aseze.Le-am asezat eu si apoi am cautat.La alt raion-pantaloni termici personalul f.amabil.In concluzie, Pe de alta parte, la alt raion-pantaloni termici personalul f. amabil.Concluzie:Decathlon ramane magazinul unde gasesc ce vreau si primesc informatiile necesare.Spatiu mare, bine amenajat",Pozitiv
"nu se potrivesc marimile. Sunt unele produse la care marimea M este foarte stramta iar urmatorul nr L este foarte mare, neavand M-L,,,sau deja M-L este foarte mare.",Negativ
"Nu am gasit disponibilitate la mănuși ciclism mărime mica, articole amestecate in raft, preturi lipsa la raft, lipsa personal disponibil in magazin",Negativ
"Am cumpárat pantofi sport Kalenji la pret ok, foarte confortabili si cu design reusit",Pozitiv
"Adidasii sunt foarte comozi si un design modern si frumos , dar talpa adidasului mai are cateva minusuri deoarece materialul portocaliu de pe talpa se dezlipeste .",Negativ
am folosit acest produs insa nu foarte intens. Am prins ceva bibani cu el insa trebuie sa mai insist.,Pozitiv
se rup si se raresc de la prima utilizare;pret nejustificat de mare.,Negativ
"Am plecat destul de dezamăgită din magazin,nu am găsit nimic pe placul meu",Negativ
"I-am luat din Timisoara si i-am purtat pina acum zi de zi, inclusiv la munte recent, trasee de 8-10 km zilnic. Sunt ideali pentru asa ceva, recomand.",Pozitiv
"Imi place aranjarea produselor in magazin, calitatea si diversitatea lor! De fiecare data gasesc ceva ce imi doresc!",Pozitiv
"In general se prezinta mai bine magazinul, insa in aceasta perioada sunt si personalul si stocul sunt sub normal. Produsele pe care le-am achizitionat sunt bune.",Pozitiv
"excelente deoarece au doua blade-uri pe care copii mici au o stabilitate foarte buna. patinele aluneca bine pe gheata si se prind foarte usor dpeste papuceii sau ghetele copiilor, nemaifiind nevoie sa fie descaltati.",Negativ
"ar fi ideal sa gasim articole mai multe din gama de activitati de antrenament, coordonare, agilitate",Pozitiv
"Ca si client doresc mai multa curatenie,mai multa atentie pe acest domeniu.In rest este ok.",Pozitiv
"Rafturi goale la produsele de sezon pentru copii: salopete ski, ciorapi ski, apreski-uri",Negativ
"ma dezamagesc rafturile goale, de doi ani nu reusesc sa cumpar ochelari de schi pentru copii",Negativ
"Găsești aproape orice, marcile proprii dechatlon si nu numai. Se pot aduce lucruri la comanda de pe o zi pe alta dacă nu au în magazin. Calitate- preț f buna după buget.",Pozitiv
"Ma deranjeza faptul ca in interiorul magazinului trebuie sa fiu atent ca sa nu ma accidenteze vreun copil cu bicicleta (trotineta) sau sa primesc vreo minge in fata, in loc sa caut produsele dorite.",Negativ
"Am achizitionat prima data aceasta bicicleta in iunie 2016. Ca si design, multumit, bicicleta arata bine. Franele sunt bune, furca ...nimic de zis, la pretul ei si tiand cont ca e pe arc, sa zicem ca face ce trebuie la pretul asta.Probleme: folosita cateva sute de km, a inceput sa trosneasca rau de tot...dusa in service, schimbat butuc pedalier. Apoi, am mai facut cateva drumetii....iar trosnituri....dusa la service, schimbat butucul de la roata spate. Apoi, mai o plimbare...sare lantul, se stramba, dusa la garantie, schimbat contra cost lantul (am acceptat, sa zicem ca a fost vina mea ca a sarit, ca nu a fost tinut pe foaie mare si pinion mic pe coborare.....n-am mai pus pe seama reglajelor). Apoi, schimbat pe garantie blocul de pinioane....toate astea in aproximativ 1200 km....ma gandesc ca la kilometrii astia mai mult de o mica uzura nu ar fi trebuit sa aiba, dar in fine...am zis ca o fi fost o problema cu bicicleta asta. Apoi, dupa ce am scos-o din service...dusa la garantie, iar trosnea butucul pedalier...nu mai stiu exact cat a durat, dar m-au sunat ca o sa imi dea alta bicicleta.Acum, cu noua bicicleta, am 620 de km (pe ceas), mers 85% asfalt, si a inceput sa trosneasca iar butucul pedalier, deci practic mi-a facut un car de nervi, si ma gandesc cu groaza ca iar pune-o in masina, du-o la garantie, stai sa -mi schimbe alte piese ....si tot asa pana imi iese din garantie, cand probabil o sa pateasca fix aceleasi lucruri si apoi o sa incep sa le schimb pe banii mei.In concluzie, nu cred ca e vorba de o coincidenta, ci efectiv astea sunt bicicletele. Acum, cand o sa ma duc la garantie, o sa le solicit direct rambursarea valorii, mai mult stau sa ma plimb cu ea in masina si pana la decathlon...acu eu n-am nimic cu nimeni, dar nu-mi permit sa stau cu ea numai in garantie, cat vremea e frumoasa, iar in loc sa ma plimb, stau si pierd bani si timp pe drumurile spre magazin.Iar de n-or sa fie de acord cu cele mentionate de mine, merg mai departe la Protectia Consumatorului, desi cred ca nu o sa se ajunga acolo.In concluzie, nu recomand acest model (nu mai zic de un prieten cu RR 560, care are fix aceleasi simptome), nu duce la drumuri de mai mult de 20-30 km pe sens....de s-o vrea a fi folosita 2-3 km, pana in parc, posibil sa reziste cat timp are garantia!",Negativ
"Am fost dimineața la ora 10. Erau doar doi vânzători in tot magazinul. Restul stăteau și se uitau la monitoare de calculator lângă casele de marcat. Personal fara amabilitate și obraznic. La Atelier nu era nimeni desi am stat cam un sfert de oră. Aranja marfa la raft in timp ce ceilalți cum spuneam stăteau la monitoare. Marfa lipsa pe anumite raioane. Exemplu trotinete, tricouri. La casele de marcat trebuia să stai sa te cheme. Magazinul și Brașov de nota 10 cel din Sibiu de nota 4.",Negativ
"Este o bicicletă foarte bună pentru deplasările pe distanțe medii, finisajele sunt de calitate, rularea este lină, iar treptele de viteză se adaptează oricărui obstacol, pantă sau teren denivelat. Sunt mulțumit de calitățile tehnice ale produsului, consider că este o bicicletă care își merită banii. Recomand personalului care asigură reglajele bicicletei la vânzare, să utilizeze mai atent sculele, eu am plecat din magazin cu zgârieturi pe laturile piuliței de la baza ghidonului și tot nu a fost centrat corect față de roată. Se poate un pic mai bine!",Pozitiv
"Confort bun dar aderenta slaba pe asfalt umed , in cazul de fata pretul este mare , pentru plimbari da , nu pentru alergari , consultanta zero in magazin",Negativ
Batonul dumneavoastra m-a propulsat direct pe locul 16 la concursul RunFest Baneasa 20.09.15! Multumesc Decathlon si Aptonia!Urmatoarea mea cursa este la Zarnesti: Maraton Piatra Craiului 3.10.15 . Cu siguranta voi folosi batoanele Aptonia in timpul maratonului!,Pozitiv
"Produse cu defecte de fabricatie. Colectii slabe, diferite mult de alte tari .",Negativ
Va rugam sa luati in calcul o oferta de produse pentru scrima,Pozitiv
Pretul produsului achizitionat era gresit. Am platit dublu la casa...,Negativ
"A fost ok. Sunt totusi cam dezamagit de rucsac...desi a costat 250 de lei nu e chiar asa confortabil, iar mai mult de atat se pare ca lipsesc si niste chestii la el...",Negativ
"Chiar daca este pentru biciclete, l-am folosit cu succes si la trotinete.",Pozitiv
"Cred ca magazinul era in reorganizare .Rafturi goale , cutii cu marfa prin magazin. Sectorul ciclism - cel mai slab din cate am vazut la Decathlon.",Negativ
Bun raportul calitate-pret.recomand cumpararea unei marimi mai mari decat ceea ce poarta copilul.,Pozitiv
Nu se regasesc unele articole sportive ce sunt necesare in orele de educatie fizica. Ex: mingi de oina si mingi medicinale.,Pozitiv
"O mai mare varietate de modele de rucsace. Modele si culori diferite. Scanarea produselor prin RFID este ciudata, poate produce confuzii. Nu mi.a placut deloc data trecuta cand am avut mai multe articole cumparate.",Pozitiv
"Desi mi-am uitat cardul, s-a gasit dupa adresa de email, ceea ce mi se pare foarte fain.",Pozitiv
Ar tebui sa mearga toata lumea acolo casunt preturi pentru toti..,Negativ
"Pentru varsta de 12-14 ani, imbracaminte de ski, nu am avut de unde alege, variante de produse/marci/culori nu existau. Domnisoara de la casa (29.11.2015, ora 19.06, casa 3, operator:AIA) a fost nepoliticoasa, la intrebari referitoare la puncte acumulate, cont de fidelitate, card etc raspunsurile erau incomplete, nesatisfacatoare si pe un ton """"de sus"""", ca si cum i-as fi pus niste intrebari idioate. Intrebarile si rugamintea mea au fost sa verifice daca mai am puncte acumulate, cum as putea sa verific si eu punctele, sa verifice daca adresa de mail este corecta, pentru ca eu nu am primit nici un mail anul acesta. Imi plac articolele de la Decathlon si la fiecare sezon, cumparam pentru toata familia. Imi doresc ca vanzatorii si operatorii de la casa sa fie amabili, daca s-ar putea si zambitori ar fi minunat. Sa gasesc oferte variate, de calitate si la preturi accesibile. Uneori am fost foarte multumita de ceea ce am gasit in magazinul din Ploiesti.",Negativ
In magazinul din cluj nu este personal la rafturi. Stai o ora sa vina cineva sa te ajute sa cumperi un produs.,Negativ
"Sunt foarte bune. Au susținere pe călcâi, sunt înalte, groase, au stabilitate pe picior.",Pozitiv
Va rog sa diversificati gama de treninguri pentru femei. Nu am prea avut de unde sa aleg.,Negativ
"Sistemul de imbinare a celor 2 corpuri nu e fix , are joc . Ceea ce face ca lansetele sa se miste sus-jos . Sistemul cu zimti este din plastic usor de corodat in timp . Sistemul de fixare un pis greoi . As fi ales ca acest sistem sa fie din metal , aluminiu ... ceva rezistent in timp , chiar daca mai dai ceva bani in plus",Negativ
"Pozitiv - Experienta si amabilitatea baiatului de la casa. El va salveaza de fiecare data.Negativ - Pret diferit pe raft fata de eticheta produsului - rezolvat la casa. Pos-uri defecte, doar 1 si era dimineata la 10-11.",Negativ
gasesti o gama f variata de artcole sportive pt toate anotimpurile,Pozitiv
Asteptam si o aplicatie decathlon legata la date cu si despre stoc,Pozitiv
"Ochelarii ofera vizibilitate excelenta si pot fi ajustati dupa forma fetei. Sunt usor de intretinut, modelele recent aparute au in plus un film de silicon pe marginea care intra in contact cu pielea. Elasticul poate fi schimbat cu unul rotund, dupa preferinte.",Pozitiv
Imi pare rau ca nu am reținut numele băiatului de pe sala si al fetei de la casierie. I-am înnebunit cu întrebări si solicitari si nu si-au pierdut calmul nici măcar pentru cateva secunde. Foarte rar ni se mai întâmpla sa plecam atât de multumiți din magazine. Bravo!,Pozitiv
"Personal prea putin pentru cat de mare este magazinul din Pitesti. Nu pot face fata tuturor clientilor care vor cat mai multe informatii. In magazin este un miros neplacut, probabil din cauza atelierului de sky din interior.",Negativ
"Masca se aseaza bine pe fata si ai vizibilitate buna. TOTUSI, tubul ala gros are cai separate pentru inspirat si pentru expirat. Calea pentru inspirat este atat de subtire incat masca nu poate fi folosita decat daca stai linistit si nu depui efort. Daca pui niste labe in picoare sau faci un cat de mic efort si ai nevoie de mai mult aer, te sufoci. Pur si simplu nu poti inspira suficient aer.",Negativ
"Magazinul nu a reusit sa tina pasul cu schimbarile de vreme. Multe dintre rafturi sunt goale, facand vizitele o pierdere de timp. Produsele de pe site de cele mai multe ori nu sunt in stoc.",Negativ
Gama de haine pentru iarna  pentru copii nu e foarte variata. Gama de caciuli slabuta.,Pozitiv
Santeti pe drumul bun dar mai e nevoie de mici retusuri in ce privește organizarea in zilele aglomerate,Pozitiv
"In general venim cu placere la aceasta locatie, dar ne lipseste foarte mult masa de tenis de masa unde ne distram de minune si consumam ceva calorii.Inca ceva legat de articole incaltaminte sport copii(adidasi),nu se gasesc numerele 38,39 la unele modele de top si nu numai.O zi buna.Cu stima si respect fam.LUCA DIN CONSTANTA.",Negativ
Out of stock di in depozitul central la un articol pe care il doream si nu exista nicio informație cand se va aproviziona.,Negativ
e ok. Mai multe culori la produsele de incaltaminte i mai multe reduceri. asta recomand. in rest ok. personalul mai ales cel din militari foarte amabil.,Pozitiv
"Am fost sa cumpar o pereche de ochelari pentru inot. La acest raion era o harababura de nedescris. Nu intelegeai care era pretul pentru fiecare produs. Cu siguranta si cumparatorii au vina lor, ca doar ei fac o asemenea dezordine, insa a fost foarte neplacut. Iar pentru faptul ca nu exista macar un cititor de preturi, a trebuit sa merg la casa de 3 ori, sa stau la coada de fiecare data, pentru a afla pretul produselor dorite.",Negativ
"Este o bicicleta buna, robusta, se comporta excelent pe traseu. Atentie !!! la aceasta bicicleta nu exista absolut nici un model de cric compatibil fiind un minus pentru ca efectiv trebuie sa o sprijin pe unde pot. Asa am ajuns sa am cateva zgarieturi pe cadru, mai stau si cu grija ca poate cadea din pozitia respectiva. Nu este o bicicleta pentru Downhill asa cum afirma angajatii Decathlon, este pentru trail, drumetii prin padure si pentru activitati recreationale, scuza cum ca un cric pentru aceasta bicicleta nu isi are rostul nu tine, daca nu aduceti un model de cric compatibil ma straduiesc sa montez unul custom ca sa rezolv aceasta problema. Dau doar 4 stele din cauza minusului mentionat.",Pozitiv
Nimic de reprosat personalului. Amabil si dornic sa ajute.,Pozitiv
"Practici si usori, destul de buni, dar destul de departe fata de ceva de calitate.",Negativ
"Voi reveni pentru a achizitiona tot ce mi-am propus. Cred ca nu am fost suficient de atenta la amplasarea produselor, dar daca as fi intrebat un angajat cu siguranta as fi fost indrumata.",Pozitiv
An incercat sa folosesc un voucher primit prin e-mail de la dumneavoastra si nu a fost acceptat.,Negativ
Bunaziua as vrea sa cumpar un longboard care este in stoc .. ce fac?,Pozitiv
Foarte util si usor de folosit! Ma ajuta sa-mi fac exercitiile chiar si-n zilele in care ajung tarziu acasa si nu mai reusesc sa bifez sala ( fara sa-i deranjez pe vecini si fără sa ma limitez la o singura grupa musculara :D). Recomand!,Pozitiv
"O imbunatatire in ce priveste gama de articole, sunt foarte putine.",Pozitiv
"Marfa trebuie ordonata pe rafturi. Aduceți din depozit mărimile uzuale fără sa solicite clienții. Alocați rafturi pentru produsele ce pot fi probate astfel, nu or sa mai fie atât de multe despachetare/desigilate",Negativ
Am avut nevoie de informatii legate de compatibilitatea unei șei de bicicleta si mi s-a spus sa ma uit singur daca se potriveste...,Negativ
Training tehnic pentru personal.Se vede ca s-au facut traininfg-uri pe soft skills - acum trebuie facute si pe hard skills (adica sa se priceapa la gama de produse vandute).,Negativ
"este executat in miniatura, are un sunet cristalin este andemanos si usor de atasat pe coarnele bicicletei culoarea se asorteaza la orice culoare a bicicletelor, usor de montat si il recomand cu cea mai mare placere si altor persoane. Este ideal pentru orice tip de bicicleta.",Pozitiv
"Este foarte bine echipat magazinul, dar sunt asezate cam haotic produsele.",Negativ
As propune sa existe mai multe persoane care sa consilieze clienții;,Negativ
"Din pacate, foarte multe articole, in special cele de sezon, lipseau din stoc. Foarte bun serviciul de achizitionare card cadou, flexibil, se poate incarca orice suma, valabiitate 2 ani.",Negativ
"Singurul lucru care m-a deranjat a fost ca la raft au fost niste preturi , iar la casa au fost semnificatv mai scumpe.",Negativ
Produse care sunt pe site si in alte locatii nu sunt in magazin.,Negativ
"In doar o saptamana mi-am dat piciorul peste cap de 5 ori, atat prin oras cat mai ales pe trail. Talpa este foarte ingusta, nu ofera sustinere laterala deloc, dupa fiecare drum pe jos ma doare glezna pana a doua zi. Pe trail mi-am si luxat glezna, mers lejer de plimbare, nimic extrem.E pacat pentru ca modelul de pe talpa e foarte bun, cauciucul din care e facut e foarte aderent, si pielea intoarsa e foarte faina.Cred ca o sa-i returnez daca se poate.",Negativ
"O mai mare diversitate a produselor. Multe din produse la aceleasi preturi se gasesc si in alte magazine din centrul orasului si nu e obligatoriu de a face un drum spre DECATLON. Dar mai sunt si unele prodise care lipsesc in magazin si pe care sunt nevoit sa le procur la comanda prin internet - orb, fara a le proba, din care cauza am dat-o in bara in repetate rinduri...",Pozitiv
Nimic de completat sau de adaugat totul fiind la superlativ in ceea ce priveste magazinul sau personalul ori produsele sau disponibilitatea lor .tineti-o tot asa!,Pozitiv
"O port cand plec la munte sau cand este foarte frig.Da,chiar este calduroasa si gulerul ajuta mult.",Pozitiv
"Dupa nici 80KM de mers cu bicicleta a aparut un joc foarte mare la cuvete si a inceput sa troncane, urmeaza sa ma intpor cu ea in magazin pentru rezolvarea problemei, dar nu este normal ca dupa nici 80KM de mers (adica aproximativ 7zile de cand am cumparat bicicleta) sa apara defectiuni",Negativ
Pantofii sunt foarte usori dar sunt croieala lasa de dorit. Nu am putut sa ii port mai mult decat odata deoarece m-au batut foarte rau deasupra calcaiului. As dori sa stiu daca pot returna acest produs.,Negativ
"Este prea lunga, nu incape in masina, trebuie portbagaj special deasupra. Nu are cric.Raport prost calitate/pret",Negativ
"Recomand tuturor prietenilor care au bicicleta si nu au cric,calitate-pret foarte bun,doar 30 de ron.",Pozitiv
"Probabil cea mai proasta alegere, cand vrei sa cheltui aprox 100eur pentru pantofi de hiking. Achizitionati in Iunie 2016, iar in octombrie 2016 se vedea clar ca se dezlipesc. Pentru mine e clar, sunt doua posibile motive: 1. Sunt rebuturi sau 2. Costructie extrem de proasta.Daca asa stau lucrurile la pantofii destinati utilizarii intensive, ma intreb cum sunt cei ieftini?!",Negativ
"Preturile nu sunt corect puse le produse, lipsa stoc la mai multe",Negativ
"Per ansamblu experienta a fost OK. Preturile bune, personal foarte amabil. Din pacate nu toti angajatii sunt la fel de bine pregatiti. Se cam contrazic in informatii. Norocul meu a fost ca m-am interesat in prealabil de produsul achizitionat si am avut inspiratia sa cer sfatul si celui de-al doilea angajat.",Pozitiv
"in general este o atmosfera calda, majoritatea copiilor incearca dar fara sa cumperetrotinete, biciclete, skateboard, patin cu rotilesi fac slalom printre clienti fara sa cumpere intr-un finalrecomand instalarea unor cititoare de preturi ca sa nu mai dranjam personalul magazinul care este prins in alte activitati",Pozitiv
"Aş recomanda suplimentarea nr.angajatilor pe perioada weekend-ului, pentru că fluxul de clienți era destul de mare, și toți angajații erau ocupați....nu aveai cui să adresezi o întrabare.",Pozitiv
"Raportul pret calitate este foarte buna, cel putin la produsele cumpărate de noi.",Pozitiv
"Cam mare harababura.... iar anumite produse, ma refer la articole de imbracaminte care erau ok, acum nu se mi gasesc printre articolele expuse.",Negativ
"De cand am auzit ca bicicletele B Twin sunt foarte ieftine si foarte bune , am ramas piatra , in imagini bicicletele arata foarte bine , moderne si adaptate pentru mediul inconjurator , inca nu am dar o sa imi iau in cel mai scurt timp , pun pariu ca in realitate bicicleta arata extraordinar , o recomand cu multa caldura",Pozitiv
"Super echipa ,Produse de calitate la prețuri ok ,disponibilitate in a oferi informații din partea personalului .",Pozitiv
"Este un produs extraordinar,pret foarte bun ,calitate exceptionala.Il recomand fara sa clipesc.Multumim Decathlon",Pozitiv
Un magazin pe placul nostru  in care gasim intotdeauna produse noi si atractive si pe care il vizitam constant.,Pozitiv
"I-am folosit 2 zile intregi in drumetie pe Cheile Nerei, si-au facut treaba foarte bine.Pe lateral in interior s-au deformat putin, sper ca asta sa nu duca la deteriorarea materialului.",Pozitiv
"Îi lipsesc fermoare la buzunarele laterale și riști să pierzi foarte ușor ce ai în ele, mai ales dacă alergi. Îmi plac în rest, însă lipsa fermoarelor de securizare a buzunarelor laterale mi se pare o greșeală impardonabilă pentru pantaloni de trekking. Mai mult, nasturii de la celelalte buzunare nu sunt prea practici când vine vorba de accesarea sau să închidea rapidă a buzunarele. Aștept versiunea îmbunătățită cu fermoare, ba chiar și o versiune cu un buzunar și pe piciorul stâng.",Negativ
Prețurile pentru produse nu sunt expuse corespunzător. Perioada încărcată și fluxul de clienți poate sa constituie o justificare.,Negativ
"La magazinul din Ploiesti se constata o nervozitate accentuata a unor casiere, o repezeala neplacuta si nejustificata  a manipularii produselor din cos in punga si efectuarea platii, cu toate ca se stie ca cel care lucreaza f. repede nu lucreaza si bine mereu ☺.  Raportul pret/calitate a scazut considerabil,  iar masurile la incaltaminte sunt conforme cu masurile din  China nu cu masurile europene. Am crezut ca doar se fabrica in china produsele dv. nu ca sunt create si dimensiunile de catre chinezi. ☻",Negativ
"Foarte mare agitație. Trebuie sa te ferești constant de trotineta, bicicliști, copii... As face un cort, sau un corp de cladire în continuarea spațiului existent, unde sa se poată proba toate bicicletele, trotinetele și long-board-urile din lume.",Negativ
"Am asteptat prea mult pentru un sfat corespunzator, in definitiv am plecat... marfa din stoc online nu corespunde cu cea din magazine...",Negativ
Sunt multe de spus...începând de la preț și ajungând pana la calificarea personalului (nu în totalitate),Negativ
Nu  am gasit in stoc marimile pe care le cautam.,Negativ
Pacat ca magazinele din provincie nu au o gama de produse la fel de variata.,Pozitiv
"Foarte multumita de site si de produse...se asteapta putin  mai mult dupa livrare,dar alitatea exceleaza",Pozitiv
"Foarte bun produs, util, practic atat pentru adulti cat si pentru copii.",Pozitiv
Nu mi s-a reamintit la casa dacă vreau sa folosesc vaucerul de 25 de lei,Negativ
